# Maximum daily temperatures for New York City, 2019
# Source: https://www.climate.gov/maps-data/dataset/past-weather-zip-code-data-table
"STATION","NAME","DATE","TAVG","TMAX","TMIN","TOBS"
"USC00280907","BOONTON 1 SE, NJ US","2019-12-21","--","-1.1","-8.9","-8.3"
"USC00280907","BOONTON 1 SE, NJ US","2019-12-22","--","-0.6","-8.3","-7.8"
"USC00280907","BOONTON 1 SE, NJ US","2019-12-23","--","6.1","-7.8","0.0"
"USC00280907","BOONTON 1 SE, NJ US","2019-12-24","--","11.7","-1.1","0.0"
"USC00280907","BOONTON 1 SE, NJ US","2019-12-25","--","8.3","-5.0","-5.0"
"USC00280907","BOONTON 1 SE, NJ US","2019-12-26","--","6.1","-5.0","-2.2"
"USC00280907","BOONTON 1 SE, NJ US","2019-12-27","--","5.6","-2.2","3.3"
"USC00280907","BOONTON 1 SE, NJ US","2019-12-28","--","10.0","0.0","0.6"
"USC00280907","BOONTON 1 SE, NJ US","2019-12-29","--","8.9","-2.2","-1.7"
"USC00280907","BOONTON 1 SE, NJ US","2019-12-30","--","4.4","-1.7","3.3"
"USC00280907","BOONTON 1 SE, NJ US","2019-12-31","--","4.4","2.2","2.2"
